Type_Name	ASN1_Type	Parent_Type	Tag/ID	Field_Name	IE_Type	Criticality	Optional	Extensible	Min_Value	Max_Value
E2connectionUpdateRemove-Item	SEQUENCE	E2connectionUpdateRemove-Item		---	E2					
E2connectionUpdateAcknowledge	SEQUENCE	E2connectionUpdateAcknowledge		protocolIEs	ProtocolIE-Container					
E2connectionUpdateAcknowledge	SEQUENCE	E2connectionUpdateAcknowledge		E2connectionUpdateAck-IEs	E2AP-PROTOCOL-IES					
E2connectionUpdateAcknowledge	SEQUENCE	E2connectionUpdateAcknowledge		ID	id-TransactionID					
E2connectionUpdateAcknowledge	SEQUENCE	E2connectionUpdateAcknowledge		ID	id-E2connectionSetup					
E2connectionUpdateAcknowledge	SEQUENCE	E2connectionUpdateAcknowledge		ID	id-E2connectionSetupFailed					
E2connectionSetupFailed-List	SEQUENCE	E2connectionSetupFailed-List		OF	ProtocolIE-SingleContainer				1	
E2connectionSetupFailed-List	SEQUENCE	E2connectionSetupFailed-List		E2connectionSetupFailed-ItemIEs	E2AP-PROTOCOL-IES				1	
E2connectionSetupFailed-List	SEQUENCE	E2connectionSetupFailed-List		ID	id-E2connectionSetupFailed-Item				1	
E2connectionSetupFailed-List	SEQUENCE	E2connectionSetupFailed-List		PRESENCE	mandatory				1	
E2connectionSetupFailed-Item	SEQUENCE	E2connectionSetupFailed-Item		tnlInformation	TNLinformation					
E2connectionSetupFailed-Item	SEQUENCE	E2connectionSetupFailed-Item		cause	Cause					
E2connectionSetupFailed-Item	SEQUENCE	E2connectionSetupFailed-Item		---	E2					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		protocolIEs	ProtocolIE-Container					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		E2connectionUpdateFailure-IEs	E2AP-PROTOCOL-IES					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		ID	id-TransactionID					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		PRESENCE	mandatory					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		ID	id-Cause					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		PRESENCE	optional					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		ID	id-TimeToWait					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		PRESENCE	optional					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		ID	id-CriticalityDiagnostics					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		PRESENCE	optional					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		---	E2					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		2025	by					
E2connectionUpdateFailure	SEQUENCE	E2connectionUpdateFailure		--	E2					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		protocolIEs	ProtocolIE-Container					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		E2nodeConfigurationUpdate-IEs	E2AP-PROTOCOL-IES					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		ID	id-TransactionID					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		PRESENCE	mandatory					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		ID	id-GlobalE2node-ID					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		PRESENCE	optional					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		ID	id-E2nodeComponentConfigAddition					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		PRESENCE	optional					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		ID	id-E2nodeComponentConfigUpdate					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		PRESENCE	optional					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		ID	id-E2nodeComponentConfigRemoval					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		PRESENCE	optional					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		ID	id-E2nodeTNLassociationRemoval					
E2nodeConfigurationUpdate	SEQUENCE	E2nodeConfigurationUpdate		PRESENCE	optional					
E2nodeComponentConfigAddition-List	SEQUENCE	E2nodeComponentConfigAddition-List		OF	ProtocolIESingleContainer				1	
E2nodeComponentConfigAddition-List	SEQUENCE	E2nodeComponentConfigAddition-List		E2nodeComponentConfigAddition-ItemIEs	E2AP-PROTOCOL-IES				1	
E2nodeComponentConfigAddition-List	SEQUENCE	E2nodeComponentConfigAddition-List		ID	id-E2nodeComponentConfigAddition-Item				1	
E2nodeComponentConfigAddition-Item	SEQUENCE	E2nodeComponentConfigAddition-Item		e2nodeComponentInterfaceType	E2nodeComponentInterfaceType					
E2nodeComponentConfigAddition-Item	SEQUENCE	E2nodeComponentConfigAddition-Item		e2nodeComponentID	E2nodeComponentID					
E2nodeComponentConfigAddition-Item	SEQUENCE	E2nodeComponentConfigAddition-Item		e2nodeComponentConfiguration	E2nodeComponentConfiguration					
E2nodeComponentConfigUpdate-List	SEQUENCE	E2nodeComponentConfigUpdate-List		OF	ProtocolIESingleContainer				1	
E2nodeComponentConfigUpdate-List	SEQUENCE	E2nodeComponentConfigUpdate-List		E2nodeComponentConfigUpdate-ItemIEs	E2AP-PROTOCOL-IES				1	
E2nodeComponentConfigUpdate-List	SEQUENCE	E2nodeComponentConfigUpdate-List		ID	id-E2nodeComponentConfigUpdate-Item				1	
E2nodeComponentConfigUpdate-List	SEQUENCE	E2nodeComponentConfigUpdate-List		PRESENCE	mandatory				1	
E2nodeComponentConfigUpdate-Item	SEQUENCE	E2nodeComponentConfigUpdate-Item		e2nodeComponentInterfaceType	E2nodeComponentInterfaceType					
E2nodeComponentConfigUpdate-Item	SEQUENCE	E2nodeComponentConfigUpdate-Item		e2nodeComponentID	E2nodeComponentID					
E2nodeComponentConfigUpdate-Item	SEQUENCE	E2nodeComponentConfigUpdate-Item		e2nodeComponentConfiguration	E2nodeComponentConfiguration					
E2nodeComponentConfigRemoval-List	SEQUENCE	E2nodeComponentConfigRemoval-List		OF	ProtocolIESingleContainer				1	
E2nodeComponentConfigRemoval-List	SEQUENCE	E2nodeComponentConfigRemoval-List		E2nodeComponentConfigRemoval-ItemIEs	E2AP-PROTOCOL-IES				1	
E2nodeComponentConfigRemoval-List	SEQUENCE	E2nodeComponentConfigRemoval-List		ID	id-E2nodeComponentConfigRemoval-Item				1	
E2nodeComponentConfigRemoval-List	SEQUENCE	E2nodeComponentConfigRemoval-List		PRESENCE	mandatory				1	
E2nodeComponentConfigRemoval-Item	SEQUENCE	E2nodeComponentConfigRemoval-Item		e2nodeComponentInterfaceType	E2nodeComponentInterfaceType					
E2nodeComponentConfigRemoval-Item	SEQUENCE	E2nodeComponentConfigRemoval-Item		e2nodeComponentID	E2nodeComponentID					
E2nodeComponentConfigRemoval-Item	SEQUENCE	E2nodeComponentConfigRemoval-Item		2025	by					
E2nodeTNLassociationRemoval-List	SEQUENCE	E2nodeTNLassociationRemoval-List		OF	ProtocolIE-SingleContainer				1	
E2nodeTNLassociationRemoval-List	SEQUENCE	E2nodeTNLassociationRemoval-List		E2nodeTNLassociationRemoval-ItemIEs	E2AP-PROTOCOL-IES				1	
E2nodeTNLassociationRemoval-List	SEQUENCE	E2nodeTNLassociationRemoval-List		ID	id-E2nodeTNLassociationRemoval-Item				1	
E2nodeTNLassociationRemoval-List	SEQUENCE	E2nodeTNLassociationRemoval-List		PRESENCE	mandatory				1	
E2nodeTNLassociationRemoval-Item	SEQUENCE	E2nodeTNLassociationRemoval-Item		tnlInformation	TNLinformation					
E2nodeTNLassociationRemoval-Item	SEQUENCE	E2nodeTNLassociationRemoval-Item		tnlInformationRIC	TNLinformation					
E2nodeTNLassociationRemoval-Item	SEQUENCE	E2nodeTNLassociationRemoval-Item		---	E2					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		protocolIEs	ProtocolIE-Container					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		E2nodeConfigurationUpdateAcknowledge-IEs	E2AP-PROTOCOL-IES					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		ID	id-TransactionID					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		PRESENCE	mandatory					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		ID	id-E2nodeComponentConfigAdditionAck					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		E2nodeComponentConfigAdditionAck-List	PRESENCE					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		ID	id-E2nodeComponentConfigUpdateAck					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		E2nodeComponentConfigUpdateAck-List	PRESENCE					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		ID	id-E2nodeComponentConfigRemovalAck					
E2nodeConfigurationUpdateAcknowledge	SEQUENCE	E2nodeConfigurationUpdateAcknowledge		E2nodeComponentConfigRemovalAck-List	PRESENCE					
E2nodeComponentConfigAdditionAck-List	SEQUENCE	E2nodeComponentConfigAdditionAck-List		OF	ProtocolIESingleContainer				1	
E2nodeComponentConfigAdditionAck-List	SEQUENCE	E2nodeComponentConfigAdditionAck-List		E2nodeComponentConfigAdditionAck-ItemIEs	E2AP-PROTOCOL-IES				1	
E2nodeComponentConfigAdditionAck-List	SEQUENCE	E2nodeComponentConfigAdditionAck-List		ID	id-E2nodeComponentConfigAdditionAck-Item				1	
E2nodeComponentConfigAdditionAck-List	SEQUENCE	E2nodeComponentConfigAdditionAck-List		E2nodeComponentConfigAdditionAck-Item	PRESENCE				1	
E2nodeComponentConfigAdditionAck-Item	SEQUENCE	E2nodeComponentConfigAdditionAck-Item		e2nodeComponentInterfaceType	E2nodeComponentInterfaceType					
E2nodeComponentConfigAdditionAck-Item	SEQUENCE	E2nodeComponentConfigAdditionAck-Item		e2nodeComponentID	E2nodeComponentID					
E2nodeComponentConfigAdditionAck-Item	SEQUENCE	E2nodeComponentConfigAdditionAck-Item		e2nodeComponentConfigurationAck	E2nodeComponentConfigurationAck					
E2nodeComponentConfigUpdateAck-List	SEQUENCE	E2nodeComponentConfigUpdateAck-List		OF	ProtocolIESingleContainer				1	
E2nodeComponentConfigUpdateAck-List	SEQUENCE	E2nodeComponentConfigUpdateAck-List		E2nodeComponentConfigUpdateAck-ItemIEs	E2AP-PROTOCOL-IES				1	
E2nodeComponentConfigUpdateAck-List	SEQUENCE	E2nodeComponentConfigUpdateAck-List		ID	id-E2nodeComponentConfigUpdateAck-Item				1	
E2nodeComponentConfigUpdateAck-List	SEQUENCE	E2nodeComponentConfigUpdateAck-List		E2nodeComponentConfigUpdateAck-Item	PRESENCE				1	
E2nodeComponentConfigUpdateAck-Item	SEQUENCE	E2nodeComponentConfigUpdateAck-Item		e2nodeComponentInterfaceType	E2nodeComponentInterfaceType					
E2nodeComponentConfigUpdateAck-Item	SEQUENCE	E2nodeComponentConfigUpdateAck-Item		e2nodeComponentID	E2nodeComponentID					
E2nodeComponentConfigUpdateAck-Item	SEQUENCE	E2nodeComponentConfigUpdateAck-Item		e2nodeComponentConfigurationAck	E2nodeComponentConfigurationAck					
E2nodeComponentConfigRemovalAck-List	SEQUENCE	E2nodeComponentConfigRemovalAck-List		OF	ProtocolIESingleContainer				1	
E2nodeComponentConfigRemovalAck-List	SEQUENCE	E2nodeComponentConfigRemovalAck-List		2025	by				1	
E2nodeComponentConfigRemovalAck-List	SEQUENCE	E2nodeComponentConfigRemovalAck-List		E2nodeComponentConfigRemovalAck-ItemIEs	E2AP-PROTOCOL-IES				1	
E2nodeComponentConfigRemovalAck-List	SEQUENCE	E2nodeComponentConfigRemovalAck-List		ID	id-E2nodeComponentConfigRemovalAck-Item				1	
E2nodeComponentConfigRemovalAck-List	SEQUENCE	E2nodeComponentConfigRemovalAck-List		E2nodeComponentConfigRemovalAck-Item	PRESENCE				1	
E2nodeComponentConfigRemovalAck-Item	SEQUENCE	E2nodeComponentConfigRemovalAck-Item		e2nodeComponentInterfaceType	E2nodeComponentInterfaceType					
E2nodeComponentConfigRemovalAck-Item	SEQUENCE	E2nodeComponentConfigRemovalAck-Item		e2nodeComponentID	E2nodeComponentID					
E2nodeComponentConfigRemovalAck-Item	SEQUENCE	E2nodeComponentConfigRemovalAck-Item		e2nodeComponentConfigurationAck	E2nodeComponentConfigurationAck					
E2nodeComponentConfigRemovalAck-Item	SEQUENCE	E2nodeComponentConfigRemovalAck-Item		---	E2					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		protocolIEs	ProtocolIE-Container					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		E2nodeConfigurationUpdateFailure-IEs	E2AP-PROTOCOL-IES					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		ID	id-TransactionID					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		PRESENCE	mandatory					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		ID	id-Cause					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		PRESENCE	mandatory					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		ID	id-TimeToWait					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		PRESENCE	optional					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		ID	id-CriticalityDiagnostics					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		PRESENCE	optional					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		---	Reset					
E2nodeConfigurationUpdateFailure	SEQUENCE	E2nodeConfigurationUpdateFailure		---	RESET					
ResetRequest	SEQUENCE	ResetRequest		protocolIEs	ProtocolIE-Container					
ResetRequest	SEQUENCE	ResetRequest		ResetRequestIEs	E2AP-PROTOCOL-IES					
ResetRequest	SEQUENCE	ResetRequest		ID	id-TransactionID					
ResetRequest	SEQUENCE	ResetRequest		ID	id-Cause					
ResetRequest	SEQUENCE	ResetRequest		---	RESET					
ResetResponse	SEQUENCE	ResetResponse		protocolIEs	ProtocolIE-Container					
ResetResponse	SEQUENCE	ResetResponse		2025	by					
ResetResponse	SEQUENCE	ResetResponse		ResetResponseIEs	E2AP-PROTOCOL-IES					
ResetResponse	SEQUENCE	ResetResponse		ID	id-TransactionID					
ResetResponse	SEQUENCE	ResetResponse		ID	id-CriticalityDiagnostics					
ResetResponse	SEQUENCE	ResetResponse		---	RIC					
ResetResponse	SEQUENCE	ResetResponse		---	RIC					
RICserviceUpdate	SEQUENCE	RICserviceUpdate		protocolIEs	ProtocolIE-Container					
RICserviceUpdate	SEQUENCE	RICserviceUpdate		RICserviceUpdate-IEs	E2AP-PROTOCOL-IES					
RICserviceUpdate	SEQUENCE	RICserviceUpdate		ID	id-TransactionID					
RICserviceUpdate	SEQUENCE	RICserviceUpdate		ID	id-RANfunctionsAdded					
RICserviceUpdate	SEQUENCE	RICserviceUpdate		ID	id-RANfunctionsModified					
RICserviceUpdate	SEQUENCE	RICserviceUpdate		ID	id-RANfunctionsDeleted					
RANfunctions-List	SEQUENCE	RANfunctions-List		OF	ProtocolIE-SingleContainer				1	
RANfunctions-List	SEQUENCE	RANfunctions-List		RANfunction-ItemIEs	E2AP-PROTOCOL-IES				1	
RANfunctions-List	SEQUENCE	RANfunctions-List		ID	id-RANfunction-Item				1	
RANfunction-Item	SEQUENCE	RANfunction-Item		ranFunctionID	RANfunctionID					
RANfunction-Item	SEQUENCE	RANfunction-Item		ranFunctionDefinition	RANfunctionDefinition					
RANfunction-Item	SEQUENCE	RANfunction-Item		ranFunctionRevision	RANfunctionRevision					
RANfunction-Item	SEQUENCE	RANfunction-Item		ranFunctionOID	RANfunctionOID					
RANfunctionsID-List	SEQUENCE	RANfunctionsID-List		OF	ProtocolIESingleContainer				1	
RANfunctionsID-List	SEQUENCE	RANfunctionsID-List		RANfunctionID-ItemIEs	E2AP-PROTOCOL-IES				1	
RANfunctionsID-List	SEQUENCE	RANfunctionsID-List		ID	id-RANfunctionID-Item				1	
RANfunctionID-Item	SEQUENCE	RANfunctionID-Item		ranFunctionID	RANfunctionID					
RANfunctionID-Item	SEQUENCE	RANfunctionID-Item		ranFunctionRevision	RANfunctionRevision					
RANfunctionID-Item	SEQUENCE	RANfunctionID-Item		2025	by					
RANfunctionID-Item	SEQUENCE	RANfunctionID-Item		--	RIC					
RICserviceUpdateAcknowledge	SEQUENCE	RICserviceUpdateAcknowledge		protocolIEs	ProtocolIE-Container					
RICserviceUpdateAcknowledge	SEQUENCE	RICserviceUpdateAcknowledge		RICserviceUpdateAcknowledge-IEs	E2AP-PROTOCOL-IES					
RICserviceUpdateAcknowledge	SEQUENCE	RICserviceUpdateAcknowledge		ID	id-TransactionID					
RICserviceUpdateAcknowledge	SEQUENCE	RICserviceUpdateAcknowledge		ID	id-RANfunctionsAccepted					
RICserviceUpdateAcknowledge	SEQUENCE	RICserviceUpdateAcknowledge		ID	id-RANfunctionsRejected					
RANfunctionsIDcause-List	SEQUENCE	RANfunctionsIDcause-List		OF	ProtocolIE-SingleContainer				1	
RANfunctionsIDcause-List	SEQUENCE	RANfunctionsIDcause-List		RANfunctionIDcause-ItemIEs	E2AP-PROTOCOL-IES				1	
RANfunctionsIDcause-List	SEQUENCE	RANfunctionsIDcause-List		ID	id-RANfunctionIEcause-Item				1	
RANfunctionIDcause-Item	SEQUENCE	RANfunctionIDcause-Item		ranFunctionID	RANfunctionID					
RANfunctionIDcause-Item	SEQUENCE	RANfunctionIDcause-Item		cause	Cause					
RANfunctionIDcause-Item	SEQUENCE	RANfunctionIDcause-Item		---	RIC					
RICserviceUpdateFailure	SEQUENCE	RICserviceUpdateFailure		protocolIEs	ProtocolIE-Container					
RICserviceUpdateFailure	SEQUENCE	RICserviceUpdateFailure		RICserviceUpdateFailure-IEs	E2AP-PROTOCOL-IES					
RICserviceUpdateFailure	SEQUENCE	RICserviceUpdateFailure		ID	id-TransactionID					
RICserviceUpdateFailure	SEQUENCE	RICserviceUpdateFailure		ID	id-Cause					
RICserviceUpdateFailure	SEQUENCE	RICserviceUpdateFailure		ID	id-TimeToWait					
RICserviceUpdateFailure	SEQUENCE	RICserviceUpdateFailure		ID	id-CriticalityDiagnostics					
RICserviceUpdateFailure	SEQUENCE	RICserviceUpdateFailure		---	RIC					
RICserviceUpdateFailure	SEQUENCE	RICserviceUpdateFailure		---	RIC					
RICserviceQuery	SEQUENCE	RICserviceQuery		protocolIEs	ProtocolIE-Container					
RICserviceQuery	SEQUENCE	RICserviceQuery		2025	by					
RICserviceQuery	SEQUENCE	RICserviceQuery		RICserviceQuery-IEs	E2AP-PROTOCOL-IES					
RICserviceQuery	SEQUENCE	RICserviceQuery		ID	id-TransactionID					
RICserviceQuery	SEQUENCE	RICserviceQuery		ID	id-RANfunctionsAccepted					
RICserviceQuery	SEQUENCE	RICserviceQuery		---	E2					
RICserviceQuery	SEQUENCE	RICserviceQuery		---	E2					
E2RemovalRequest	SEQUENCE	E2RemovalRequest		protocolIEs	ProtocolIE-Container					
E2RemovalRequest	SEQUENCE	E2RemovalRequest		E2RemovalRequestIEs	E2AP-PROTOCOL-IES					
E2RemovalRequest	SEQUENCE	E2RemovalRequest		ID	id-TransactionID					
E2RemovalRequest	SEQUENCE	E2RemovalRequest		---	E2					
E2RemovalResponse	SEQUENCE	E2RemovalResponse		protocolIEs	ProtocolIE-Container					
E2RemovalResponse	SEQUENCE	E2RemovalResponse		E2RemovalResponseIEs	E2AP-PROTOCOL-IES					
E2RemovalResponse	SEQUENCE	E2RemovalResponse		ID	id-TransactionID					
E2RemovalResponse	SEQUENCE	E2RemovalResponse		PRESENCE	mandatory					
E2RemovalResponse	SEQUENCE	E2RemovalResponse		ID	id-CriticalityDiagnostics					
E2RemovalResponse	SEQUENCE	E2RemovalResponse		---	E2					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		protocolIEs	ProtocolIE-Container					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		E2RemovalFailureIEs	E2AP-PROTOCOL-IES					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		ID	id-TransactionID					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		ID	id-Cause					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		ID	id-CriticalityDiagnostics					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		2025	by					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		--	ASN1STOP					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		5	Information					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		--	ASN1START					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		--	E2AP					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		--	Information					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		53148	e2					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		DEFINITIONS	AUTOMATIC					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		FROM	E2AP-CommonDataTypes					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		FROM	E2AP-Constants					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		--	A					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		New	for					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		--	B					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		--	C					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		ricRequest	CauseRICrequest					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		ricService	CauseRICservice					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		e2Node	CauseE2node					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		transport	CauseTransport					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		protocol	CauseProtocol					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		misc	CauseMisc					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		serviceLayer	CauseServiceLayer					
E2RemovalFailure	SEQUENCE	E2RemovalFailure		2025	by					
CauseServiceLayer	SEQUENCE	CauseServiceLayer		serviceLayerCause	ServiceLayerCause					
CauseServiceLayer	SEQUENCE	CauseServiceLayer		--	copied					
CauseServiceLayer	SEQUENCE	CauseServiceLayer		--	note					
CriticalityDiagnostics	SEQUENCE	CriticalityDiagnostics		procedureCode	ProcedureCode		YES			
CriticalityDiagnostics	SEQUENCE	CriticalityDiagnostics		triggeringMessage	TriggeringMessage		YES			
CriticalityDiagnostics	SEQUENCE	CriticalityDiagnostics		procedureCriticality	Criticality		YES			
CriticalityDiagnostics	SEQUENCE	CriticalityDiagnostics		ricRequestorID	RICrequestID		YES			
CriticalityDiagnostics	SEQUENCE	CriticalityDiagnostics		iEsCriticalityDiagnostics	CriticalityDiagnostics-IE-List		YES			
CriticalityDiagnostics-IE-List	SEQUENCE	CriticalityDiagnostics-IE-List		OF	CriticalityDiagnostics-IE-Item				1	
CriticalityDiagnostics-IE-Item	SEQUENCE	CriticalityDiagnostics-IE-Item		iECriticality	Criticality					
CriticalityDiagnostics-IE-Item	SEQUENCE	CriticalityDiagnostics-IE-Item		iE-ID	ProtocolIE-ID					
CriticalityDiagnostics-IE-Item	SEQUENCE	CriticalityDiagnostics-IE-Item		typeOfError	TypeOfError					
CriticalityDiagnostics-IE-Item	SEQUENCE	CriticalityDiagnostics-IE-Item		--	D					
CriticalityDiagnostics-IE-Item	SEQUENCE	CriticalityDiagnostics-IE-Item		2025	by					
CriticalityDiagnostics-IE-Item	SEQUENCE	CriticalityDiagnostics-IE-Item		--	E					
CriticalityDiagnostics-IE-Item	SEQUENCE	CriticalityDiagnostics-IE-Item		--	Following					
E2nodeComponentConfiguration	SEQUENCE	E2nodeComponentConfiguration		e2nodeComponentRequestPart	OCTET					
E2nodeComponentConfiguration	SEQUENCE	E2nodeComponentConfiguration		e2nodeComponentResponsePart	OCTET					
E2nodeComponentConfigurationAck	SEQUENCE	E2nodeComponentConfigurationAck		updateOutcome	ENUMERATED					
E2nodeComponentConfigurationAck	SEQUENCE	E2nodeComponentConfigurationAck		failureCause	Cause		YES			
E2nodeComponentConfigurationAck	SEQUENCE	E2nodeComponentConfigurationAck		e2nodeComponentInterfaceTypeNG	E2nodeComponentInterfaceNG					
E2nodeComponentConfigurationAck	SEQUENCE	E2nodeComponentConfigurationAck		e2nodeComponentInterfaceTypeXn	E2nodeComponentInterfaceXn					
E2nodeComponentConfigurationAck	SEQUENCE	E2nodeComponentConfigurationAck		e2nodeComponentInterfaceTypeE1	E2nodeComponentInterfaceE1					
E2nodeComponentConfigurationAck	SEQUENCE	E2nodeComponentConfigurationAck		e2nodeComponentInterfaceTypeF1	E2nodeComponentInterfaceF1					
E2nodeComponentConfigurationAck	SEQUENCE	E2nodeComponentConfigurationAck		e2nodeComponentInterfaceTypeW1	E2nodeComponentInterfaceW1					
E2nodeComponentConfigurationAck	SEQUENCE	E2nodeComponentConfigurationAck		e2nodeComponentInterfaceTypeS1	E2nodeComponentInterfaceS1					
E2nodeComponentConfigurationAck	SEQUENCE	E2nodeComponentConfigurationAck		e2nodeComponentInterfaceTypeX2	E2nodeComponentInterfaceX2					
E2nodeComponentInterfaceE1	SEQUENCE	E2nodeComponentInterfaceE1		gNB-CU-UP-ID	GNB-CU-UP-ID					
E2nodeComponentInterfaceF1	SEQUENCE	E2nodeComponentInterfaceF1		gNB-DU-ID	GNB-DU-ID					
E2nodeComponentInterfaceNG	SEQUENCE	E2nodeComponentInterfaceNG		amf-name	AMFName					
E2nodeComponentInterfaceS1	SEQUENCE	E2nodeComponentInterfaceS1		mme-name	MMEname					
E2nodeComponentInterfaceX2	SEQUENCE	E2nodeComponentInterfaceX2		global-eNB-ID	GlobalENB-ID		YES			
E2nodeComponentInterfaceX2	SEQUENCE	E2nodeComponentInterfaceX2		global-en-gNB-ID	GlobalenGNB-ID		YES			
E2nodeComponentInterfaceXn	SEQUENCE	E2nodeComponentInterfaceXn		global-NG-RAN-Node-ID	GlobalNG-RANNode-ID					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		ng-eNB-DU-ID	NGENB-DU-ID					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		--	copied					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		--	note					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		macro-eNB-ID	BIT					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		2025	by					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		home-eNB-ID	BIT					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		short-Macro-eNB-ID	BIT					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		long-Macro-eNB-ID	BIT					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		--	copied					
E2nodeComponentInterfaceW1	SEQUENCE	E2nodeComponentInterfaceW1		--	note					
